GRUPPE_Greyline16.dat
13.09.2021
15:01:34
GRUPPE

Gauss coefficients notation:
Amplitude
FWHM
Std.Abw.
[Fehler]
offset
BEAMCUT  LINES:

X H  in mm	Y H rel	Gauss fit H	H Gauss Coefficients	X V in mm	Y V rel	Gauss fit V	V Gauss Coefficientes
0,00000	20,00000	0,00000	0,00000	0,00000	20,00000	0,00000	0,00000
0,01238	20,00000	0,00000	0,00000	0,01238	20,00000	0,00000	0,00000
0,02475	22,00000	0,00000	0,00000	0,02475	20,00000	0,00000	0,00000
0,03713	22,00000	0,00000	0,00000	0,03713	22,00000	0,00000	0,00000
0,04950	22,00000	0,00000	0,00000	0,04950	23,00000	0,00000	0,00000
0,06187	22,00000	0,00000	0,00000	0,06188	20,00000	0,00000	0,00000
0,07425	22,00000	0,00000	0,00000	0,07425	23,00000	0,00000	0,00000
0,08663	22,00000	0,00000	0,00000	0,08663	23,00000	0,00000	0,00000
0,09900	20,00000	0,00000	0,00000	0,09900	22,00000	0,00000	0,00000
0,11138	20,00000	0,00000	0,00000	0,11138	23,00000	0,00000	0,00000
0,12375	23,00000	0,00000	0,00000	0,12375	23,00000	0,00000	0,00000
0,13612	20,00000	0,00000	0,00000	0,13613	23,00000	0,00000	0,00000
0,14850	20,00000	0,00000	0,00000	0,14850	20,00000	0,00000	0,00000
0,16088	22,00000	0,00000	0,00000	0,16088	22,00000	0,00000	0,00000
0,17325	22,00000	0,00000	0,00000	0,17325	20,00000	0,00000	0,00000
0,18563	22,00000	0,00000	0,00000	0,18563	22,00000	0,00000	0,00000
0,19800	19,00000	0,00000	0,00000	0,19800	20,00000	0,00000	0,00000
0,21038	19,00000	0,00000	0,00000	0,21038	23,00000	0,00000	0,00000
0,22275	22,00000	0,00000	0,00000	0,22275	20,00000	0,00000	0,00000
0,23513	22,00000	0,00000	0,00000	0,23513	20,00000	0,00000	0,00000
0,24750	22,00000	0,00000	0,00000	0,24750	23,00000	0,00000	0,00000
0,25988	22,00000	0,00000	0,00000	0,25988	23,00000	0,00000	0,00000
0,27225	22,00000	0,00000	0,00000	0,27225	20,00000	0,00000	0,00000
0,28463	22,00000	0,00000	0,00000	0,28463	23,00000	0,00000	0,00000
0,29700	22,00000	0,00000	0,00000	0,29700	22,00000	0,00000	0,00000
0,30938	22,00000	0,00000	0,00000	0,30938	20,00000	0,00000	0,00000
0,32175	22,00000	0,00000	0,00000	0,32175	23,00000	0,00000	0,00000
0,33413	22,00000	0,00000	0,00000	0,33413	20,00000	0,00000	0,00000
0,34650	20,00000	0,00000	0,00000	0,34650	20,00000	0,00000	0,00000
0,35887	20,00000	0,00000	0,00000	0,35888	23,00000	0,00000	0,00000
0,37125	23,00000	0,00000	0,00000	0,37125	22,00000	0,00000	0,00000
0,38362	22,00000	0,00000	0,00000	0,38363	22,00000	0,00000	0,00000
0,39600	19,00000	0,00000	0,00000	0,39600	22,00000	0,00000	0,00000
0,40838	18,00000	0,00000	0,00000	0,40838	22,00000	0,00000	0,00000
0,42075	18,00000	0,00000	0,00000	0,42075	23,00000	0,00000	0,00000
0,43313	22,00000	0,00000	0,00000	0,43313	23,00000	0,00000	0,00000
0,44550	23,00000	0,00000	0,00000	0,44550	23,00000	0,00000	0,00000
0,45788	20,00000	0,00000	0,00000	0,45788	23,00000	0,00000	0,00000
0,47025	20,00000	0,00000	0,00000	0,47025	20,00000	0,00000	0,00000
0,48263	20,00000	0,00000	0,00000	0,48263	20,00000	0,00000	0,00000
0,49500	23,00000	0,00000	0,00000	0,49500	22,00000	0,00000	0,00000
0,50738	20,00000	0,00000	0,00000	0,50738	22,00000	0,00000	0,00000
0,51975	20,00000	0,00000	0,00000	0,51975	22,00000	0,00000	0,00000
0,53213	22,00000	0,00000	0,00000	0,53213	22,00000	0,00000	0,00000
0,54450	22,00000	0,00000	0,00000	0,54450	20,00000	0,00000	0,00000
0,55688	22,00000	0,00000	0,00000	0,55688	20,00000	0,00000	0,00000
0,56925	22,00000	0,00000	0,00000	0,56925	22,00000	0,00000	0,00000
